gx,gy,gz,acx,acy,acz,time
5.25,-4.76,-5.68,0.09,-0.93,0.38,2022-03-28 9:30:56
6.65,-14.53,-9.77,0.09,-0.9,0.38,2022-03-28 9:30:56
1.4,2.08,-12.94,0.09,-0.92,0.38,2022-03-28 9:30:57
-7.26,23.44,-1.65,0.07,-0.92,0.37,2022-03-28 9:30:57
-4.76,20.94,9.46,0.07,-0.96,0.37,2022-03-28 9:30:57
-8.54,32.9,14.53,0.01,-0.92,0.51,2022-03-28 9:30:57
14.77,-36.99,-4.7,0.02,-0.76,0.31,2022-03-28 9:30:57
33.94,-4.15,-28.87,0.05,-0.88,0.44,2022-03-28 9:30:57
29.36,-13.24,-15.56,0.08,-1.03,0.47,2022-03-28 9:30:57
-3.42,-12.33,1.46,0.09,-1.02,0.43,2022-03-28 9:30:57
-32.17,19.29,56.4,0.1,-0.93,0.32,2022-03-28 9:30:57
-45.59,-7.93,51.64,0.1,-1.08,0.24,2022-03-28 9:30:58
-26.25,2.01,33.87,0.07,-0.87,0.18,2022-03-28 9:30:58
13.79,-6.35,-5.92,0.12,-0.92,0.25,2022-03-28 9:30:58
29.11,-12.82,-65.67,0.06,-1.07,0.4,2022-03-28 9:30:58
13.98,-4.76,-33.94,-0.03,-0.63,0.45,2022-03-28 9:30:58
-0.18,37.66,-41.56,0.09,-1.05,0.35,2022-03-28 9:30:58
1.89,110.78,37.6,0.04,-0.74,0.25,2022-03-28 9:30:58
37.29,13.31,-14.59,0.05,-0.84,0.45,2022-03-28 9:30:58
24.84,-41.5,-40.71,0.06,-1.47,0.61,2022-03-28 9:30:59
-33.33,45.41,39.06,0.01,-0.88,0.33,2022-03-28 9:30:59
-59.2,25.63,9.77,0.13,-1.01,0.25,2022-03-28 9:30:59
-31.01,54.69,37.72,0.07,-0.9,0.2,2022-03-28 9:30:59
8.48,32.17,-36.93,0.09,-0.86,0.32,2022-03-28 9:30:59
41.99,-48.83,-92.71,0.06,-1.27,0.66,2022-03-28 9:30:59
1.46,67.44,-36.93,-0.05,-1.08,0.34,2022-03-28 9:30:59
-24.23,139.89,-4.27,0.05,-0.75,0.33,2022-03-28 9:30:59
10.01,42.97,-0.24,0.08,-0.67,0.36,2022-03-28 9:31:00
33.69,-60.49,-58.53,0.08,-1.16,0.63,2022-03-28 9:31:00
-12.02,53.71,18.19,-0.07,-1.08,0.52,2022-03-28 9:31:00
-47.67,89.6,62.5,0.1,-0.78,0.32,2022-03-28 9:31:00
-27.83,-6.41,-6.59,0.16,-0.98,0.28,2022-03-28 9:31:00
8.61,-19.29,4.03,0.05,-0.83,0.3,2022-03-28 9:31:00
35.89,-37.05,-30.46,0.14,-0.89,0.45,2022-03-28 9:31:00
26.18,-154.3,-40.16,-0.15,-1.28,0.56,2022-03-28 9:31:00
-22.58,27.28,24.17,-0.09,-0.48,0.4,2022-03-28 9:31:00
-31.43,8.24,-2.87,0.12,-0.92,0.33,2022-03-28 9:31:01
-3.91,-6.29,-5.92,0.03,-0.82,0.28,2022-03-28 9:31:01
18.07,-93.57,39.06,0.05,-0.81,0.39,2022-03-28 9:31:01
24.48,-78.12,25.15,0.05,-0.89,0.49,2022-03-28 9:31:01
-14.04,-123.41,15.99,0.06,-1.25,0.48,2022-03-28 9:31:01
-54.02,-54.38,35.4,0.05,-0.98,0.27,2022-03-28 9:31:01
-53.28,-55.36,6.23,0.2,-1.01,0.2,2022-03-28 9:31:01
-40.77,-65.73,22.58,0.15,-1.08,0.2,2022-03-28 9:31:01
-22.58,-2.62,67.44,0.02,-0.94,0.17,2022-03-28 9:31:02
22.52,20.2,88.2,0.16,-0.89,0.37,2022-03-28 9:31:02
40.53,-202.21,76.11,-0.32,-0.75,0.7,2022-03-28 9:31:02
14.16,-6.53,-20.87,-0.18,-0.92,0.36,2022-03-28 9:31:02
-4.94,-14.83,-25.21,-0.09,-0.82,0.35,2022-03-28 9:31:02
15.14,28.2,1.95,0.02,-0.79,0.33,2022-03-28 9:31:02
41.56,12.21,-1.59,0.08,-0.83,0.48,2022-03-28 9:31:02
29.11,-14.59,8.06,-0.02,-1.07,0.52,2022-03-28 9:31:02
-3.05,35.22,8.91,0.09,-0.92,0.44,2022-03-28 9:31:02
-12.21,10.31,52.86,0.08,-1,0.35,2022-03-28 9:31:03
-35.64,-1.83,30.94,0.03,-1.06,0.29,2022-03-28 9:31:03
-28.87,56.58,41.2,0.05,-0.89,0.26,2022-03-28 9:31:03
-16.48,28.93,-22.64,0.07,-0.9,0.29,2022-03-28 9:31:03
19.84,30.46,-107.12,0.1,-1.3,0.37,2022-03-28 9:31:03
19.35,-23.56,-76.48,0,-0.8,0.39,2022-03-28 9:31:03
-16.72,96.01,-6.04,-0.08,-0.87,0.32,2022-03-28 9:31:03
-11.54,132.63,3.36,0.1,-0.76,0.29,2022-03-28 9:31:03
26.73,55.36,-41.08,0.07,-0.79,0.4,2022-03-28 9:31:03
31.86,14.83,-64.15,0,-0.91,0.46,2022-03-28 9:31:04
2.87,114.32,-32.17,0.09,-1.19,0.45,2022-03-28 9:31:04
-21.61,88.2,42.85,0.09,-0.98,0.35,2022-03-28 9:31:04
-28.32,43.7,32.96,0.03,-0.93,0.36,2022-03-28 9:31:04
-13.61,22.52,9.09,0.06,-0.81,0.31,2022-03-28 9:31:04
40.04,-42.79,-67.02,0.21,-0.98,0.4,2022-03-28 9:31:04
18.43,-139.59,-46.57,-0.17,-1.26,0.56,2022-03-28 9:31:04
-34.3,81.73,31.62,-0.05,-0.76,0.3,2022-03-28 9:31:04
-66.77,99.12,36.62,-0.02,-0.86,0.29,2022-03-28 9:31:04
-7.63,79.1,25.21,0.05,-0.68,0.35,2022-03-28 9:31:05
64.51,-37.17,-73.73,0.05,-0.77,0.47,2022-03-28 9:31:05
71.84,-151.55,-108.76,0.27,-1.62,0.8,2022-03-28 9:31:05
-18.13,-35.71,-8.18,-0.19,-0.69,0.35,2022-03-28 9:31:05
-68.36,45.9,-2.56,0.31,-1.11,0.33,2022-03-28 9:31:05
-59.2,-27.59,27.95,0.11,-0.99,0.21,2022-03-28 9:31:05
-32.9,-49.38,68.97,0.19,-1.04,0.18,2022-03-28 9:31:05
-13,-28.93,79.16,0.05,-0.98,0.21,2022-03-28 9:31:05
35.83,-24.78,79.47,0.13,-0.82,0.4,2022-03-28 9:31:06
35.4,-138.37,83.86,-0.23,-0.95,0.4,2022-03-28 9:31:06
25.7,-27.65,-13.37,-0.11,-0.92,0.43,2022-03-28 9:31:06
23.38,-32.17,-31.98,0.04,-0.87,0.35,2022-03-28 9:31:06
33.94,-21.24,-41.87,0.15,-0.88,0.43,2022-03-28 9:31:06
12.45,-58.53,-2.69,0.03,-1.33,0.52,2022-03-28 9:31:06
-20.63,12.21,48.16,0.09,-0.76,0.31,2022-03-28 9:31:06
-21.48,-62.32,29.79,0.19,-1.12,0.27,2022-03-28 9:31:06
-31.86,-48.65,17.58,0.01,-0.95,0.19,2022-03-28 9:31:06
-16.78,20.32,38.7,0.09,-0.99,0.16,2022-03-28 9:31:07
10.38,10.25,14.04,0.05,-1.04,0.24,2022-03-28 9:31:07
42.97,-15.2,-11.05,-0.07,-0.67,0.53,2022-03-28 9:31:07
-1.53,-7.93,-27.22,-0.36,-0.99,0.42,2022-03-28 9:31:07
-11.17,83.01,-40.71,0.1,-0.83,0.25,2022-03-28 9:31:07
15.2,35.71,-38.76,0.1,-0.84,0.34,2022-03-28 9:31:07
21.97,34.55,-8.91,0.02,-1.05,0.46,2022-03-28 9:31:07
-13.18,63.78,25.39,-0.07,-0.99,0.48,2022-03-28 9:31:07
-43.95,91.98,60.36,-0.05,-0.94,0.33,2022-03-28 9:31:07
-41.44,56.95,-0.61,0.13,-1.06,0.34,2022-03-28 9:31:08
-19.96,34.73,-9.16,0.05,-0.74,0.33,2022-03-28 9:31:08
5.8,11.78,-63.48,0.11,-0.86,0.41,2022-03-28 9:31:08
18.55,-10.07,-111.21,0.21,-1.1,0.54,2022-03-28 9:31:08
10.5,24.05,-36.68,-0.04,-0.9,0.49,2022-03-28 9:31:08
-1.53,93.38,30.33,0.09,-0.8,0.29,2022-03-28 9:31:08
-10.25,34.42,24.78,-0.05,-0.75,0.32,2022-03-28 9:31:08
31.07,3.48,7.14,0.06,-0.78,0.43,2022-03-28 9:31:08
36.99,-38.45,-34.67,-0.02,-0.95,0.55,2022-03-28 9:31:09
3.05,-15.01,-29.05,0.07,-1.25,0.56,2022-03-28 9:31:09
-33.2,2.01,31.74,0.04,-0.74,0.32,2022-03-28 9:31:09
-39.67,-29.91,17.4,0.23,-1.09,0.25,2022-03-28 9:31:09
-44.62,1.1,31.92,-0.03,-0.88,0.2,2022-03-28 9:31:09
-5,81.85,49.93,0.16,-1,0.24,2022-03-28 9:31:09
28.63,-29.05,-7.87,0.08,-1.03,0.41,2022-03-28 9:31:09
31.31,-110.41,-13.49,-0.11,-0.58,0.56,2022-03-28 9:31:09
-6.1,-4.15,-20.39,-0.12,-0.94,0.44,2022-03-28 9:31:09
-8.61,109.68,-25.94,0.11,-0.76,0.29,2022-03-28 9:31:10
21.61,-1.59,-19.1,0.14,-0.81,0.4,2022-03-28 9:31:10
29.42,-49.38,-9.09,0.08,-1.28,0.56,2022-03-28 9:31:10
-4.33,6.29,29.72,0.03,-0.77,0.43,2022-03-28 9:31:10
-22.46,-19.9,32.1,0.16,-1.05,0.33,2022-03-28 9:31:10
-36.07,-71.59,2.2,0.09,-0.98,0.23,2022-03-28 9:31:10
-17.4,8.12,34.61,0.1,-0.86,0.19,2022-03-28 9:31:10
22.28,-66.35,4.03,0.2,-0.95,0.3,2022-03-28 9:31:10
40.89,-132.51,24.29,-0.01,-1.16,0.64,2022-03-28 9:31:10
-0.31,-90.58,82.21,-0.04,-0.7,0.4,2022-03-28 9:31:11
-13.92,-104.13,-7.08,0.04,-1.03,0.4,2022-03-28 9:31:11
-19.78,-67.26,2.5,0.12,-0.9,0.28,2022-03-28 9:31:11
-1.65,-124.21,32.04,0.16,-0.97,0.28,2022-03-28 9:31:11
-6.04,-90.88,64.45,0.06,-0.95,0.28,2022-03-28 9:31:11
-5.25,-82.21,87.59,0.07,-0.99,0.27,2022-03-28 9:31:11
-0.79,-67.08,78.19,0.07,-0.92,0.24,2022-03-28 9:31:11
18.92,-63.66,28.5,0.1,-0.83,0.2,2022-03-28 9:31:11
36.62,-108.95,-33.02,0.21,-1,0.23,2022-03-28 9:31:12
-8.18,-168.76,-42.66,0.09,-1.14,0.27,2022-03-28 9:31:12
-40.16,51.64,48.1,0.16,-1.02,0.25,2022-03-28 9:31:12
-33.14,-25.02,79.53,0.09,-1.11,0.21,2022-03-28 9:31:12
14.95,17.58,114.5,0.07,-0.84,0.26,2022-03-28 9:31:12
25.39,-127.56,76.78,-0.11,-0.88,0.48,2022-03-28 9:31:12
43.03,-40.41,-23.86,-0.15,-0.84,0.57,2022-03-28 9:31:12
33.39,-29.66,-83.31,-0.07,-0.94,0.48,2022-03-28 9:31:12
23.99,19.84,-69.27,0.08,-0.9,0.41,2022-03-28 9:31:12
18.74,11.29,-14.77,0.05,-0.84,0.4,2022-03-28 9:31:13
19.1,44.25,30.94,0.06,-1.06,0.45,2022-03-28 9:31:13
2.56,-14.34,46.75,0.04,-0.98,0.44,2022-03-28 9:31:13
-14.71,-22.52,43.09,0.05,-0.92,0.35,2022-03-28 9:31:13
-14.22,-20.63,9.28,0.1,-0.98,0.3,2022-03-28 9:31:13
-11.23,-28.08,-35.89,0.08,-0.92,0.25,2022-03-28 9:31:13
12.15,-8,-7.69,0.13,-1.01,0.29,2022-03-28 9:31:13
5,-33.75,-1.1,0.01,-1.21,0.36,2022-03-28 9:31:13
-10.19,-0.43,42.05,-0.03,-0.73,0.37,2022-03-28 9:31:13
-36.01,0.43,39.31,-0.14,-0.91,0.33,2022-03-28 9:31:14
-11.66,113.28,-22.83,-0.06,-0.78,0.24,2022-03-28 9:31:14
26.73,-19.71,-66.65,0.05,-0.82,0.29,2022-03-28 9:31:14
51.39,-55.48,-70.43,0.04,-1.03,0.42,2022-03-28 9:31:14
16.97,34.42,-29.11,0.06,-1.06,0.49,2022-03-28 9:31:14
-22.71,18.07,65.86,0.1,-1,0.39,2022-03-28 9:31:14
-58.9,-1.77,82.76,0.02,-1,0.28,2022-03-28 9:31:14
-36.99,10.68,69.89,0.09,-0.85,0.22,2022-03-28 9:31:14
2.44,-1.65,-3.97,0.07,-0.9,0.29,2022-03-28 9:31:15
36.62,-78,-45.29,0.07,-1.25,0.52,2022-03-28 9:31:15
13.37,-33.75,-29.72,-0.17,-0.55,0.39,2022-03-28 9:31:15
-5.98,70.37,-50.84,0.14,-1,0.37,2022-03-28 9:31:15
-4.88,57.37,-10.86,-0.01,-0.78,0.31,2022-03-28 9:31:15
12.33,21.42,32.84,0.06,-0.81,0.43,2022-03-28 9:31:15
29.3,-9.95,-0.12,0.02,-0.9,0.55,2022-03-28 9:31:15
33.69,-35.64,-22.52,0.07,-1.18,0.57,2022-03-28 9:31:15
-14.28,-63.96,-18.25,-0.03,-0.9,0.37,2022-03-28 9:31:15
-48.89,39.79,38.94,0.04,-1.02,0.28,2022-03-28 9:31:16
-51.15,8.97,23.07,0.19,-1.07,0.19,2022-03-28 9:31:16
-20.45,-28.32,56.82,0.05,-0.95,0.18,2022-03-28 9:31:16
24.54,-17.15,71.35,0.1,-0.86,0.26,2022-03-28 9:31:16
45.41,-48.22,-0.06,0.05,-0.86,0.42,2022-03-28 9:31:16
52.37,-62.26,-55.66,-0.08,-1,0.63,2022-03-28 9:31:16
-6.53,10.01,-50.78,-0.1,-0.93,0.51,2022-03-28 9:31:16
-33.51,97.47,-20.81,0.02,-0.88,0.34,2022-03-28 9:31:16
-13.67,48.65,12.08,0,-0.7,0.33,2022-03-28 9:31:16
25.02,16.3,-4.03,-0.1,-0.71,0.38,2022-03-28 9:31:17
45.72,-41.56,-37.72,0,-0.83,0.48,2022-03-28 9:31:17
10.13,-11.9,-58.35,0.02,-0.99,0.54,2022-03-28 9:31:17
-15.08,54.99,80.57,0.01,-0.98,0.46,2022-03-28 9:31:17
-9.77,-36.01,18.31,0.24,-0.97,0.34,2022-03-28 9:31:17
-32.9,-103.03,7.87,-0.12,-0.97,0.23,2022-03-28 9:31:17
-22.03,88.93,23.13,0.05,-1.27,0.22,2022-03-28 9:31:17
0.31,-36.99,23.32,-0.12,-0.63,0.34,2022-03-28 9:31:17
5.92,17.33,-44.13,-0.08,-0.96,0.45,2022-03-28 9:31:18
-24.72,176.21,-20.02,0.4,-0.79,0.5,2022-03-28 9:31:18
11.29,-158.2,-50.54,0.07,-0.68,0.32,2022-03-28 9:31:18
37.23,-41.38,-29.24,-0.13,-0.94,0.5,2022-03-28 9:31:18
0.18,17.88,25.33,0,-0.98,0.44,2022-03-28 9:31:18
-15.81,59.2,41.99,0.07,-1.05,0.33,2022-03-28 9:31:18
-21.42,27.34,32.41,0.02,-1,0.3,2022-03-28 9:31:18
0,-2.38,33.26,0.04,-0.87,0.37,2022-03-28 9:31:18
18.01,-7.75,-44.13,0.02,-0.93,0.4,2022-03-28 9:31:18
20.63,-26.43,-78.19,0.1,-0.99,0.48,2022-03-28 9:31:19
4.64,-29.85,-43.88,0.07,-0.93,0.46,2022-03-28 9:31:19
-10.74,25.15,-0.31,0.14,-0.94,0.36,2022-03-28 9:31:19
-10.68,1.28,0.37,0.15,-0.99,0.3,2022-03-28 9:31:19
-3.91,56.95,100.65,0.01,-0.97,0.31,2022-03-28 9:31:19
-8.12,23.01,56.76,-0.04,-1.23,0.45,2022-03-28 9:31:19
32.9,-41.02,-24.6,-0.02,-0.61,0.41,2022-03-28 9:31:19
14.47,-67.63,-64.88,-0.13,-1.06,0.5,2022-03-28 9:31:19
7.32,70.13,-0.98,0.08,-0.86,0.33,2022-03-28 9:31:19
10.8,3.72,-9.58,0.05,-0.85,0.44,2022-03-28 9:31:20
21.24,-30.76,-8.91,0.04,-0.86,0.55,2022-03-28 9:31:20
10.86,-36.74,-17.15,0,-1.22,0.57,2022-03-28 9:31:20
-36.99,4.15,44.92,-0.02,-0.98,0.36,2022-03-28 9:31:20
-44.86,16.6,56.15,0.09,-0.92,0.26,2022-03-28 9:31:20
-27.04,-63.72,24.54,0.11,-0.98,0.2,2022-03-28 9:31:20
-6.59,-17.27,13.24,0.01,-0.89,0.19,2022-03-28 9:31:20
33.26,-0.37,29.54,0.09,-0.89,0.31,2022-03-28 9:31:20
29.24,-42.79,-7.63,-0.03,-1.06,0.44,2022-03-28 9:31:20
20.08,-19.59,-22.64,-0.14,-0.89,0.58,2022-03-28 9:31:21
-13.55,34.06,-38.15,-0.04,-0.87,0.4,2022-03-28 9:31:21
-6.71,58.35,-29.24,-0.11,-0.87,0.41,2022-03-28 9:31:21
4.39,35.83,-48.28,-0.09,-0.71,0.33,2022-03-28 9:31:21
29.54,9.7,-48.28,-0.03,-0.84,0.42,2022-03-28 9:31:21
33.33,-26.61,-8,-0.01,-0.83,0.53,2022-03-28 9:31:21
33.2,7.2,9.83,0.11,-1.32,0.69,2022-03-28 9:31:21
-37.78,-15.26,63.72,-0.16,-1.23,0.51,2022-03-28 9:31:21
-56.88,86.24,123.84,0.01,-0.92,0.31,2022-03-28 9:31:22
-31.01,-48.4,20.14,0.16,-1.02,0.18,2022-03-28 9:31:22
-16.66,-45.29,0.49,-0.08,-0.89,0.15,2022-03-28 9:31:22
37.9,47.49,-2.44,0.14,-0.93,0.24,2022-03-28 9:31:22
56.27,-74.65,-46.08,0.13,-0.95,0.46,2022-03-28 9:31:22
42.05,-49.07,-58.04,-0.18,-1,0.61,2022-03-28 9:31:22
-4.64,15.5,-46.81,-0.08,-1,0.79,2022-03-28 9:31:22
-106.2,49.56,-42.42,-0.36,-1.08,0.81,2022-03-28 9:31:22
-130.86,59.14,-24.78,-0.08,-0.96,0.62,2022-03-28 9:31:22
-101.93,41.99,19.84,-0.08,-0.67,0.38,2022-03-28 9:31:23
-28.14,47.3,40.77,-0.08,-0.49,0.37,2022-03-28 9:31:23
36.99,0.24,-0.67,-0.17,-0.34,0.42,2022-03-28 9:31:23
136.17,22.83,-67.63,0.04,-0.47,0.49,2022-03-28 9:31:23
193.66,-94.73,-96.13,0.09,-1.32,0.81,2022-03-28 9:31:23
74.89,-107.3,89.42,-0.39,-1.21,0.92,2022-03-28 9:31:23
-66.89,43.46,33.02,-0.06,-1.01,0.72,2022-03-28 9:31:23
-103.21,104,44.37,-0.05,-1,0.3,2022-03-28 9:31:23
-85.14,172.12,38.64,0.14,-0.96,0.14,2022-03-28 9:31:23
-37.11,116.82,-16.05,0.19,-0.89,0.02,2022-03-28 9:31:24
84.59,-203.43,-88.07,0.21,-1.26,0.28,2022-03-28 9:31:24
77.51,-64.39,-12.02,0.02,-1.2,0.48,2022-03-28 9:31:24
23.62,64.88,12.7,0.08,-0.82,0.59,2022-03-28 9:31:24
-49.56,-81.91,-28.75,0.02,-1.01,0.51,2022-03-28 9:31:24
-83.74,8,2.69,0.08,-1.06,0.4,2022-03-28 9:31:24
-91.61,-7.57,27.04,0.16,-1.08,0.28,2022-03-28 9:31:24
-65.73,-27.83,30.33,0.12,-0.85,0.19,2022-03-28 9:31:24
0.67,26.18,53.16,0.22,-0.72,0.37,2022-03-28 9:31:25
18.43,-95.09,71.35,0.2,-0.82,0.5,2022-03-28 9:31:25
20.81,-18.49,46.63,0.04,-0.79,0.62,2022-03-28 9:31:25
53.34,-58.72,-21.48,0.08,-1.15,0.59,2022-03-28 9:31:25
13.49,0.06,-18.8,-0.53,-1.02,0.32,2022-03-28 9:31:25
-6.9,156.31,-52.92,-0.14,-1.01,0.38,2022-03-28 9:31:25
-14.28,-70.68,-131.41,-0.23,-0.81,0.42,2022-03-28 9:31:25
11.6,12.88,-148.25,-0.42,-0.81,0.5,2022-03-28 9:31:25
-8.48,57.01,-79.16,-0.05,-0.57,0.59,2022-03-28 9:31:26
-2.44,9.7,11.96,-0.1,-0.51,0.58,2022-03-28 9:31:26
-3.23,-19.04,72.2,-0.23,-0.81,0.52,2022-03-28 9:31:26
-5.25,66.35,139.4,-0.49,-0.91,0.57,2022-03-28 9:31:26
21.79,13.98,81.6,-0.18,-0.88,0.43,2022-03-28 9:31:26
50.29,-41.5,20.94,-0.11,-0.92,0.34,2022-03-28 9:31:26
59.2,-7.57,-10.68,0.05,-1.01,0.31,2022-03-28 9:31:26
36.87,-34.3,-13.92,-0.05,-1.13,0.34,2022-03-28 9:31:26
21.24,49.87,8.3,-0.04,-1.01,0.44,2022-03-28 9:31:26
-23.5,19.1,-29.6,-0.1,-1.08,0.43,2022-03-28 9:31:27
-36.5,81.73,-28.75,-0.07,-1.15,0.29,2022-03-28 9:31:27
-20.69,13.67,-21.12,-0.01,-0.71,0.19,2022-03-28 9:31:27
-1.04,21.36,-25.82,-0.15,-0.75,0.3,2022-03-28 9:31:27
16.78,-16.6,-7.39,-0.31,-0.88,0.46,2022-03-28 9:31:27
9.03,-9.89,-29.72,-0.23,-0.73,0.41,2022-03-28 9:31:27
24.6,18.13,-19.78,-0.11,-0.97,0.38,2022-03-28 9:31:27
3.23,25.27,23.99,-0.13,-0.85,0.33,2022-03-28 9:31:27
-1.77,100.95,53.41,-0.15,-0.78,0.28,2022-03-28 9:31:27
-2.2,12.88,4.21,0.04,-1,0.34,2022-03-28 9:31:28
-20.02,-28.02,-4.7,-0.16,-1.15,0.42,2022-03-28 9:31:28
-52.25,50.11,22.58,-0.07,-0.99,0.5,2022-03-28 9:31:28
-75.68,13.98,-16.54,-0.06,-0.88,0.38,2022-03-28 9:31:28
-67.32,52.8,-88.2,0.04,-0.85,0.24,2022-03-28 9:31:28
28.87,54.2,-122.56,0.12,-0.93,0.3,2022-03-28 9:31:28
152.71,-116.33,-97.11,0.5,-1.03,0.77,2022-03-28 9:31:28
-83.44,-158.94,114.62,-1.04,-1.01,0.49,2022-03-28 9:31:28
-70.86,211.12,59.02,0.02,-0.75,0.03,2022-03-28 9:31:29
26.37,-9.95,44.98,0.37,-0.62,0.21,2022-03-28 9:31:29
74.83,-282.78,-32.17,0.31,-1.56,0.47,2022-03-28 9:31:29
-31.43,-96.25,0.61,-0.31,-0.96,0.24,2022-03-28 9:31:29
-46.88,142.4,74.28,0.14,-0.98,0.3,2022-03-28 9:31:29
-14.89,-36.62,13.85,0.42,-0.99,0.13,2022-03-28 9:31:29
-0.49,-250.49,-15.32,0.15,-1.06,0.17,2022-03-28 9:31:29
-25.57,-49.56,49.19,0,-1.08,0.24,2022-03-28 9:31:29
-6.29,31.49,144.17,-0.01,-1.03,0.28,2022-03-28 9:31:29
-0.43,-82.82,90.27,-0.2,-0.74,0.38,2022-03-28 9:31:30
19.96,-72.63,-11.84,-0.13,-0.78,0.47,2022-03-28 9:31:30
34.42,-50.78,-66.41,-0.07,-0.86,0.46,2022-03-28 9:31:30
40.89,-25.21,-39.12,0.04,-0.86,0.51,2022-03-28 9:31:30
38.94,-74.65,19.04,0.03,-0.97,0.56,2022-03-28 9:31:30
10.99,-97.66,33.08,0.08,-0.96,0.42,2022-03-28 9:31:30
-27.28,-63.6,29.24,0.03,-1.02,0.21,2022-03-28 9:31:30
-44.43,-16.91,-12.57,0.25,-1.05,0.02,2022-03-28 9:31:30
-8.91,-80.2,18.62,0.09,-0.95,-0.01,2022-03-28 9:31:31
28.5,-11.54,65.92,0.14,-1,0.13,2022-03-28 9:31:31
27.04,-133.06,93.2,0.16,-1.22,0.33,2022-03-28 9:31:31
9.95,8.91,2.01,-0.34,-0.77,0.29,2022-03-28 9:31:31
10.93,60.73,-48.71,0.47,-0.93,0.19,2022-03-28 9:31:31
17.15,-161.74,-17.7,-0.05,-0.93,0.42,2022-03-28 9:31:31
-11.78,-61.71,46.51,-0.02,-0.94,0.37,2022-03-28 9:31:31
-37.9,-1.1,43.4,0,-1,0.33,2022-03-28 9:31:31
-33.51,-16.54,46.02,0.03,-0.96,0.27,2022-03-28 9:31:31
